,trade_balance,import_px_yoy,mfg_ppi_yoy,fragility_score
2002-01-01,-31113.333333333332,-7.599598259122864,-1.8807225934174943,0.1001312338299104
2002-04-01,-34241.0,-3.612815269256986,-1.7161068889433806,0.0703231416339774
2002-07-01,-35462.0,-1.1111111111111072,-0.5684626791893299,0.03637040867841354
2002-10-01,-39405.666666666664,2.847873107426113,1.557788944723626,0.1692742486551527
2003-01-01,-41681.333333333336,6.702898550724634,3.9092055485498323,0.33757012738551007
2003-04-01,-40926.0,1.6619519094766666,1.870790720878035,0.15622641302469936
2003-07-01,-41018.333333333336,1.6853932584269815,2.0382798906289024,0.16153261099032035
2003-10-01,-41788.666666666664,1.8576936558009072,2.3255813953488413,0.17746891406826015
2004-01-01,-45317.0,1.3921901528013647,1.577669902912615,0.167498582340481
2004-04-01,-49668.333333333336,5.739130434782602,4.799216454456401,0.38182603644606383
2004-07-01,-52313.0,6.975138121546931,5.018270401948821,0.43346722089402573
2004-10-01,-56314.333333333336,8.499655884377155,5.802707930367523,0.5142862357279191
2005-01-01,-55805.666666666664,6.463496316141981,5.639187574671456,0.45635828525748084
2005-04-01,-57168.0,7.203947368421049,4.813084112149535,0.46208017116458533
2005-07-01,-60642.666666666664,8.77985797288574,6.00788680120623,0.5514032902178011
2005-10-01,-65230.666666666664,7.548366634950843,5.5987202925045665,0.5368681339931526
2006-01-01,-63890.666666666664,6.700220195029893,4.636959963809106,0.48388617346970053
2006-04-01,-63740.333333333336,7.272169377109572,5.92955862683906,0.5296321667666138
2006-07-01,-66760.33333333333,4.807121661721081,4.157549234135649,0.44113675380333583
2006-10-01,-60119.666666666664,0.9141846063108083,1.536463968837909,0.2399572028904094
2007-01-01,-59558.666666666664,1.3266509433962348,2.5075659316904364,0.27130839738601387
2007-04-01,-60021.0,1.85926773455376,3.0513468013467993,0.30088686180294166
2007-07-01,-58539.333333333336,3.171007927519809,3.2773109243697585,0.33077749834340175
2007-10-01,-58879.333333333336,10.57860900058445,6.436487638533661,0.5969093751470513
2008-01-01,-61921.333333333336,14.11114343904567,7.8658793757908185,0.6857369392049609
2008-04-01,-62310.666666666664,19.06767761864645,9.597712885440068,0.7378508926706728
2008-07-01,-63225.0,17.53567508232714,12.103336045565506,0.8341316295404313
2008-10-01,-49992.666666666664,-3.779069767441845,2.1826191429715536,0.37480484911841355
2009-01-01,-32771.333333333336,-13.411524732279434,-3.910068426197455,0.22084025956435546
2009-04-01,-27821.333333333332,-17.07547169811321,-7.136202720327933,0.2
2009-07-01,-33409.333333333336,-15.549848237216912,-8.34694247867901,0.224522705724453
2009-10-01,-37588.666666666664,1.8401538039000354,0.01959631589261157,0.2541631603279998
2010-01-01,-39839.666666666664,11.307420494699638,5.635808748728399,0.4852184153234461
2010-04-01,-43633.333333333336,7.963594994311718,5.5577849117175,0.4215686916837055
2010-07-01,-43853.666666666664,4.119435996682341,4.038804197188672,0.2887619318535353
2010-10-01,-40368.666666666664,4.44983818770226,4.74137931034484,0.29447143519784363
2011-01-01,-45729.333333333336,7.8306878306878325,6.259630200308153,0.4478899616598565
2011-04-01,-46764.0,12.802950474183339,8.952670594943935,0.6254207260620781
2011-07-01,-44866.333333333336,13.117365905469992,9.210275927687906,0.6209077946004082
2011-10-01,-47480.666666666664,9.888974954815378,6.696595585484455,0.5203797237786346
2012-01-01,-47551.666666666664,5.152109911678093,4.676454594888524,0.35186437493744677
2012-04-01,-44963.0,-0.794021485287244,1.1863224005582707,0.12086690281006082
2012-07-01,-41743.333333333336,-1.901408450704234,1.080327583202667,0.09963356975319168
2012-10-01,-41044.333333333336,-1.1278195488721776,1.5953716690042086,0.10847514232784122
2013-01-01,-38484.333333333336,-1.3999066728884513,0.831168831168827,0.07459411186808576
2013-04-01,-38204.666666666664,-1.5065913370998052,0.3275862068965463,0.06039034964251078
2013-07-01,-37630.0,0.04785833931564287,0.48267540079296456,0.06214714289443818
2013-10-01,-34634.666666666664,-1.520912547528508,0.017256255392572584,0.03202656356408362
2014-01-01,-40164.0,-0.9465215333648858,0.5667181865017801,0.07767764522932566
2014-04-01,-40735.0,0.45411089866156384,1.7185083347654118,0.12243362342713729
2014-07-01,-39180.666666666664,-0.2630949533604432,1.4925373134328623,0.09514746187058198
2014-10-01,-41237.666666666664,-3.5714285714285587,-0.517598343685266,0.12039427885699705
2015-01-01,-40500.0,-9.985666507405632,-4.952185792349706,0.10056025114298581
2015-04-01,-40254.333333333336,-10.01665477040209,-4.916371008616316,0.13237673523720872
2015-07-01,-42062.0,-11.151079136690644,-5.3752535496957465,0.25428432468265594
2015-10-01,-40775.666666666664,-9.509509509509517,-5.064169268123486,0.10294429198810368
2016-01-01,-40050.333333333336,-6.395966029723999,-3.3956162414660374,0.08074638089770597
2016-04-01,-39599.666666666664,-5.050237969328397,-2.985074626865669,0.08612178357216543
2016-07-01,-39027.0,-2.3211875843454854,-1.947123972847442,0.09143806498156037
2016-10-01,-41142.333333333336,0.6360619469026441,0.6211180124223503,0.10058599178600125
2017-01-01,-41488.333333333336,4.196200737170397,3.8683280639761897,0.27362399668729814
2017-04-01,-43597.0,2.450570871623503,3.0219780219780112,0.22013820548928736
2017-07-01,-42279.333333333336,1.9618679193147415,2.9877937693568724,0.19946063891313207
2017-10-01,-44948.666666666664,3.022808463863691,3.9760348583878002,0.26609719587073816
2018-01-01,-46407.0,3.346938775510222,3.8675022381378765,0.27990443280059935
2018-04-01,-44289.666666666664,4.240282685512375,5.1377777777777744,0.32177396919371987
2018-07-01,-49702.0,3.9024390243902474,5.4307447373076245,0.3518912775167674
2018-10-01,-52100.0,1.0669511869832116,3.7192247249868915,0.252056999599457
2019-01-01,-48169.666666666664,-0.7109004739336511,1.2066885019824225,0.14205874817625505
2019-04-01,-49839.666666666664,-1.0691003911342922,0.6594521474467374,0.2245450109320225
2019-07-01,-47170.666666666664,-2.0605112154407856,-1.0402684563758369,0.18309934222738472
2019-10-01,-41243.333333333336,-1.240432831881766,-0.7575757575757569,0.1644755208120937
2020-01-01,-41955.666666666664,-1.6706443914081048,-0.5280190768182758,0.1296308791222972
2020-04-01,-51681.333333333336,-5.693199789140735,-5.056274147488649,0.3299861167547068
2020-07-01,-59242.333333333336,-1.8109187749667188,-1.966768396066454,0.18334192892978743
2020-10-01,-62467.666666666664,-0.7749866381614123,-0.7803223070398602,0.19224331387831997
2021-01-01,-64704.666666666664,3.6677454153182243,4.5547945205479445,0.4107184612720559
2021-04-01,-67360.33333333333,11.263275572945798,13.782731776362356,0.752064986241626
2021-07-01,-72138.0,9.519934906427995,14.402455897613287,0.736057488812055
2021-10-01,-74888.66666666667,11.015351467815782,16.097965464181918,0.7753837866953945
2022-01-01,-89227.33333333333,11.732570239334027,16.957746478873247,0.7933142559833506
2022-04-01,-81606.66666666667,11.580005023863338,19.47970766599283,0.7895001255965834
2022-07-01,-67712.0,7.503714710252618,14.88128803053781,0.6601057351543922
2022-10-01,-69364.0,3.372149442018424,10.749171277227077,0.5663517148223322
2023-01-01,-65529.666666666664,-1.6996507566938157,4.666005735537926,0.32656689009156215
2023-04-01,-67362.33333333333,-5.583070688878888,-3.6181599065038594,0.22049464063635132
2023-07-01,-60829.666666666664,-3.086846348767569,-1.449643445087656,0.1827890085331166
2023-10-01,-64347.0,-1.9244308847688463,-1.7509474104115297,0.20309056124019553
2024-01-01,-66591.33333333333,-0.6158218853623887,-0.7490641714807178,0.22873922393409177
2024-04-01,-73819.33333333333,1.2875536480686733,0.9838327889350573,0.35040764501960747
2024-07-01,-77117.0,0.8081768481102758,-0.4728299694883753,0.277783800476425
2024-10-01,-83650.0,1.4118210098109873,0.14251260688444845,0.3139163729005761
2025-01-01,-127989.0,1.406101048617736,0.9210545825599548,0.30817889077944227
2025-04-01,-62761.666666666664,-0.30602636534839966,0.7989473951640624,0.21391392535784265
2025-07-01,-59804.0,-0.2593727894364628,2.228337139131198,0.2325774334405397
2025-10-01,-53342.666666666664,0.023596035865969256,2.673748369789264,0.20700870895561008
2026-01-01,-56012.0,1.1280846063454586,3.6153332442900865,0.27356756119822706
