,participation,u6,weekly_hours,part_time_econ,fragility_score
2022-01-01,62.300000000000004,7.1000000000000005,34.06666666666667,747.6666666666666,0.23041666666666627
2022-04-01,62.23333333333333,6.933333333333334,34.06666666666667,795.3333333333334,0.22888888888888886
2022-07-01,62.199999999999996,6.8,34.0,718.6666666666666,0.23500000000000015
2022-10-01,62.199999999999996,6.666666666666667,33.9,717.0,0.24250000000000027
2023-01-01,62.5,6.733333333333333,33.93333333333333,692.0,0.23000000000000026
2023-04-01,62.6,6.733333333333333,33.8,706.3333333333334,0.2366666666666668
2023-07-01,62.699999999999996,6.933333333333334,33.8,711.6666666666666,0.23333333333333367
2023-10-01,62.63333333333333,7.133333333333333,33.766666666666666,682.6666666666666,0.24305555555555564
2024-01-01,62.6,7.266666666666667,33.73333333333333,633.0,0.2516666666666671
2024-04-01,62.6,7.400000000000001,33.733333333333334,677.0,0.2566666666666666
2024-07-01,62.70000000000001,7.766666666666667,33.7,647.3333333333334,0.26958333333333273
2024-10-01,62.46666666666667,7.666666666666667,33.7,688.3333333333334,0.27361111111111086
2025-01-01,62.53333333333333,7.8,33.63333333333333,715.0,0.28138888888888897
2025-04-01,62.43333333333334,7.766666666666667,33.63333333333333,639.3333333333334,0.2834722222222221
2025-07-01,62.333333333333336,8.033333333333333,33.7,639.3333333333334,0.2918055555555552
2025-10-01,62.45,8.55,33.733333333333334,749.0,0.3047916666666665
2026-01-01,62.0,8.0,33.8,730.0,0.29416666666666685
