,baseline_d1_Wage-Produ,stressed_d1_Wage-Produ,baseline_d2_Consumer B,stressed_d2_Consumer B,baseline_d3_Fiscal Sus,stressed_d3_Fiscal Sus,baseline_d4_Labour Mar,stressed_d4_Labour Mar,baseline_d5_Trade Arch,stressed_d5_Trade Arch,baseline_d6_Monetary C,stressed_d6_Monetary C,baseline_CFI,stressed_CFI,delta_CFI
2026-04-01,0.8011740904002075,0.8511740904002075,0.21105508663887088,0.4110550866388709,0.9469153571428572,0.9869153571428573,0.29416666666666685,0.47416666666666685,0.27356756119822706,0.30356756119822703,0.501225901946295,0.601225901946295,0.13096893930510978,0.16560145691901043,0.034632517613900654
